movieId,genreId
748,9
748,10
749,5
749,9
749,6
750,5
750,13
750,10
751,9
752,16
752,8
752,15
752,11
753,2
753,9
753,11
754,9
755,12
755,4
756,9
757,2
757,9
757,6
758,12
759,1
759,2
759,9
760,9
761,8
761,11
762,9
763,9
763,12
763,13
764,8
764,5
765,8
765,9
765,3
765,14
766,9
766,3
767,8
768,12
768,13
769,12
770,8
770,9
770,10
771,8
771,9
771,10
772,2
772,8
772,11
773,8
773,5
773,14
773,11
773,13
774,12
774,4
774,13
775,8
775,10
776,1
776,2
776,13
777,9
777,10
778,1
778,2
778,9
778,10
779,12
779,13
780,9
780,6
781,8
782,2
782,16
783,8
784,1
784,2
784,8
784,5
785,1
785,2
785,3
786,2
786,4
787,9
788,2
788,9
788,13
789,9
790,17
791,9
792,9
793,8
793,4
794,8
794,5
795,9
796,9
797,16
797,8
798,7
798,16
798,3
798,15
799,5
799,9
799,18
799,13
800,8
801,2
801,8
801,11
802,12
803,9
804,1
804,5
804,14
805,3
805,14
805,6
806,8
806,9
806,10
807,12
807,4
808,8
808,5
808,9
808,11
809,8
810,8
811,9
811,13
811,10
812,2
812,8
812,11
812,10
813,1
813,2
813,13
814,8
814,3
814,11
815,9
816,2
816,8
816,15
817,12
817,13
818,7
818,8
818,10
819,8
819,9
820,8
821,12
822,9
822,14
822,11
822,13
823,16
823,8
823,3
823,15
824,12
825,1
825,2
825,3
825,4
826,8
826,9
826,15
826,11
827,9
827,13
828,9
828,12
828,10
829,9
829,15
829,11
830,1
830,6
831,4
832,2
832,7
832,16
832,3
832,15
833,8
833,11
834,13
835,17
836,8
836,5
836,14
837,9
838,1
838,9
839,2
839,8
839,13
840,9
840,12
840,4
841,15
842,9
843,8
844,1
844,9
844,10
845,9
846,9
847,9
847,14
847,11
847,4
847,13
848,9
848,10
849,8
849,15
850,14
850,13
851,8
851,6
852,7
852,16
852,8
853,9
854,9
854,12
854,13
855,8
856,1
856,8
856,4
856,13
857,9
857,11
857,10
858,8
859,12
859,4
860,1
860,5
860,9
861,1
861,2
861,9
862,8
862,9
862,3
862,11
863,8
863,15
864,9
865,8
865,15
866,13
867,13
868,5
868,9
869,2
869,10
869,6
870,8
870,5
870,11
871,2
871,8
871,4
872,9
872,11
873,9
874,1
874,9
874,13
874,6
875,5
875,9
876,2
876,9
876,14
877,9
877,12
878,1
878,2
878,9
879,9
879,11
880,9
880,10
880,6
881,9
882,15
882,11
883,9
883,13
884,16
884,8
884,14
885,1
885,2
885,8
886,8
886,9
886,11
887,1
887,2
887,13
888,7
889,1
889,2
889,9
889,10
890,8
891,8
891,9
891,11
892,6
893,9
893,10
894,5
894,9
895,1
895,2
895,8
896,8
896,5
896,11
897,9
897,14
898,2
898,16
898,9
899,1
899,2
899,6
900,8
900,5
901,1
901,9
902,8
903,7
903,8
903,3
903,15
904,17
905,9
905,4
906,2
906,4
907,8
907,9
908,8
909,8
909,15
910,8
911,8
911,10
912,8
912,5
912,11
913,7
913,16
913,8
914,8
914,11
915,9
916,9
916,15
917,6
918,8
918,9
918,10
919,9
920,12
921,8
921,9
921,10
922,8
922,10
923,9
923,11
923,10
924,14
924,4
924,13
925,9
925,11
926,1
926,5
926,9
927,13
928,8
929,9
929,11
930,8
930,11
931,2
931,8
931,5
931,13
932,9
933,7
933,16
934,8
935,8
935,3
936,9
937,8
938,5
938,9
939,9
939,15
939,11
940,1
940,2
940,8
941,9
942,9
943,16
943,12
943,4
944,12
944,14
944,13
945,1
945,9
945,10
946,2
946,16
946,15
947,1
947,9
948,8
948,12
949,8
949,9
949,11
950,9
951,5
951,9
951,6
952,6
953,8
953,15
954,5
954,9
955,1
955,2
955,8
956,9
956,14
957,1
957,9
958,7
958,16
958,8
958,15
959,1
959,5
959,9
960,9
961,17
961,9
961,14
962,8
963,8
964,1
964,5
964,9
964,13
965,12
965,4
966,5
966,9
966,13
967,8
967,15
968,17
968,9
969,9
970,8
970,5
970,9
971,9
971,13
972,9
973,1
973,2
973,4
973,13
974,2
974,9
974,4
975,1
975,2
975,7
975,16
975,8
976,2
976,8
976,4
977,16
977,8
978,1
978,2
978,8
978,5
978,13
979,1
979,5
979,9
979,13
980,2
980,16
981,9
981,4
982,2
982,16
982,8
982,3
982,15
983,9
983,15
983,11
984,9
984,6
985,9
985,10
986,1
986,8
986,9
987,9
988,7
988,16
988,15
989,12
990,12
990,4
990,13
991,8
992,9
992,15
993,8
994,1
994,9
994,4
995,8
996,14
996,4
997,9
997,11
998,9
998,12
998,13
999,8
999,6
1000,9
1000,10
1001,17
1001,15
1002,5
1002,9
1002,11
1002,13
1003,12
1003,14
1004,9
1004,12
1005,9
1006,7
1006,17
1007,7
1007,16
1007,15
1008,8
1008,11
1009,2
1009,7
1009,8
1009,3
1009,15
1010,16
1010,8
1011,9
1012,1
1012,9
1012,13
1012,10
1013,8
1013,9
1014,1
1014,10
1015,1
1015,6
1016,1
1016,9
1016,6
1017,9
1017,10
1018,8
1018,5
1019,1
1019,2
1020,2
1020,9
1021,7
1021,16
1021,8
1021,3
1021,15
1022,8
1022,15
1022,11
1023,1
1023,2
1024,1
1024,8
1024,5
1025,16
1025,8
1026,6
1027,9
1028,17
1028,15
1029,2
1029,7
1029,16
1029,8
1029,3
1029,11
1030,1
1030,2
1030,11
1030,13
1031,8
1031,15
1031,6
1032,9
1033,2
1033,7
1033,16
1033,3
1034,9
1035,9
1035,3
1036,8
1036,9
1036,15
1036,11
1037,8
1037,5
1038,9
1039,13
1040,2
1040,9
1040,6
1041,8
1041,10
1041,6
1042,5
1042,12
1042,14
1042,13
1043,1
1043,2
1043,10
1044,2
1044,6
1045,9
1045,14
1045,13
1046,9
1047,7
1047,16
1048,1
1048,4
1049,8
1049,12
1050,8
1050,10
1051,5
1051,13
1052,16
1052,8
1053,9
1054,2
1054,8
1055,9
1056,9
1056,12
1056,4
1057,14
1057,13
1058,8
1058,11
1059,9
1060,1
1060,9
1061,5
1061,9
1061,13
1062,9
1063,1
1063,8
1063,10
1064,6
1065,9
1065,11
1066,8
1066,9
1066,10
1067,9
1067,10
1068,5
1068,9
1068,13
1069,8
1069,9
1069,14
1070,16
1070,9
1071,9
1071,3
1071,15
1072,8
1073,1
1073,2
1073,9
1073,4
1074,1
1074,9
1074,10
1075,8
1076,9
1076,13
1077,1
1077,2
1077,8
1077,9
1077,11
1077,10
1078,9
1078,11
1079,12
1079,14
1080,8
1081,14
1081,4
1082,2
1082,8
1083,1
1083,5
1083,9
1084,8
1084,10
1085,16
1085,8
1086,2
1086,16
1086,15
1087,1
1088,1
1088,9
1089,8
1089,9
1090,5
1090,9
1090,4
1090,13
1091,8
1092,1
1092,2
1092,13
1093,1
1093,5
1093,13
1094,1
1094,14
1094,13
1095,1
1095,4
1096,9
1096,15
1097,1
1097,5
1097,13
1098,1
1098,5
1098,9
1098,13
1099,1
1099,6
1100,8
1100,9
1100,11
1101,9
1101,14
1102,9
1103,8
1103,5
1104,8
1104,6
1105,9
1106,9
1106,6
1107,1
1108,9
1108,11
1109,1
1109,9
1109,4
1109,13
1110,17
1111,9
1111,13
1112,1
1112,5
1112,9
1112,13
1113,9
1113,4
1114,8
1115,9
1115,13
1116,1
1116,13
1117,8
1117,14
1117,11
1118,3
1118,6
1119,5
1119,9
1119,13
1120,2
1120,9
1121,16
1121,8
1121,3
1121,15
1122,16
1122,9
1122,15
1123,2
1123,9
1124,8
1124,9
1125,1
1126,9
1127,8
1127,9
1128,9
1128,15
1129,9
1130,8
1130,9
1130,3
1131,1
1131,4
1132,2
1132,9
1132,13
1133,2
1133,8
1133,12
1133,11
1134,8
1134,5
1134,9
1134,14
1135,8
1136,9
1137,13
1138,9
1139,1
1139,5
1139,9
1139,13
1140,5
1140,9
1141,6
1142,6
1143,1
1143,9
1143,11
1143,13
1144,5
1144,12
1144,13
1145,1
1145,5
1146,12
1147,12
1147,4
1147,13
1148,8
1149,8
1149,11
1150,1
1150,2
1150,9
1151,8
1151,9
1152,8
1152,9
1152,4
1152,10
1153,8
1153,14
1153,13
1154,9
1154,14
1154,4
1155,8
1155,12
1156,8
1156,12
1156,4
1157,8
1157,6
1158,9
1159,8
1160,1
1160,9
1160,10
1161,8
1161,9
1162,12
1162,4
1163,12
1164,5
1164,9
1164,13
1165,1
1165,4
1166,5
1166,9
1166,13
1167,1
1167,9
1167,12
1167,4
1167,13
1168,1
1168,5
1168,13
1169,8
1169,4
1169,13
1170,5
1170,13
1171,9
1171,12
1171,13
1172,7
1172,16
1173,1
1173,5
1174,1
1174,5
1175,12
1175,14
1176,9
1177,1
1177,5
1177,9
1178,2
1178,8
1179,9
1179,15
1180,5
1180,9
1181,8
1181,9
1182,12
1182,13
1183,1
1183,2
1183,13
1184,5
1184,18
1185,5
1186,1
1186,5
1186,9
1186,13
1187,5
1187,9
1188,2
1188,8
1189,8
1189,9
1189,11
1190,8
1190,9
1191,9
1192,8
1192,5
1192,9
1193,5
1193,9
1194,6
1195,7
1195,4
1196,2
1196,7
1196,16
1196,8
1196,15
1197,9
1198,1
1198,9
1198,13
1199,5
1199,9
1200,12
1200,13
1201,8
1201,4
1202,9
1202,14
1202,4
1202,13
1203,8
1203,5
1204,9
1205,9
1205,11
1206,9
1206,11
1207,8
1207,9
1207,10
1208,9
1208,11
1209,5
1209,4
1210,1
1210,4
1210,13
1210,6
1211,9
1211,12
1211,14
1211,13
1212,1
1212,9
1212,13
1213,9
1213,11
1214,8
1214,9
1215,9
1215,11
1216,8
1216,17
1217,7
1217,9
1217,3
1218,2
1218,16
1219,12
1219,14
1219,13
1220,8
1220,6
1221,12
1222,5
1222,9
1222,13
1223,8
1223,9
1224,5
1224,18
1224,14
1224,13
1225,9
1225,14
1226,1
1226,5
1226,9
1227,2
1227,9
1228,1
1228,9
1228,13
1229,9
1229,11
1230,1
1230,5
1230,9
1231,8
1232,5
1232,9
1233,1
1233,12
1233,4
1234,1
1234,2
1234,3
1235,1
1235,5
1235,9
1236,9
1237,16
1237,8
1237,3
1237,11
1238,9
1239,4
1240,12
1241,9
1242,8
1243,8
1243,9
1244,1
1244,2
1244,13
1245,2
1245,8
1245,3
1246,5
1246,14
1246,13
1247,5
1247,9
1247,11
1248,13
1249,13
1250,8
1250,3
1250,12
1250,15
1250,13
1251,8
1251,5
1252,9
1253,1
1253,5
1254,12
1255,17
1256,1
1256,2
1256,8
1257,1
1258,1
1258,2
1258,9
1258,13
1259,8
1259,5
1259,9
1260,7
1260,16
1261,9
1262,8
1262,3
1263,9
1264,8
1264,9
1264,11
1265,16
1265,8
1265,6
1266,9
1266,11
1266,10
1267,4
1268,9
1269,1
1269,4
1270,5
1270,9
1271,1
1271,2
1271,7
1271,16
1271,8
1271,3
1272,1
1273,2
1273,16
1273,3
1274,8
1274,5
1275,1
1275,2
1275,8
1275,11
1276,1
1276,5
1276,9
1276,13
1277,12
1277,4
1278,17
1279,7
1280,9
1280,11
1281,8
1281,9
1281,11
1282,1
1282,12
1283,2
1283,4
1284,8
1285,2
1285,9
1286,1
1286,5
1287,9
1287,15
1288,8
1289,9
1290,9
1290,14
1291,9
1292,12
1292,14
1292,13
1293,8
1293,12
1293,15
1293,4
1294,1
1294,9
1294,4
1295,2
1295,8
1295,11
1296,9
1297,8
1297,9
1297,11
1298,14
1298,4
1298,13
1299,9
1299,14
1299,11
1299,13
1300,15
1301,8
1301,9
1302,12
1302,13
1303,2
1304,9
1304,10
1305,9
1306,9
1306,13
1307,7
1307,8
1307,3
1307,15
1308,1
1308,13
1309,8
1310,1
1310,8
1311,16
1311,8
1311,5
1311,15
1312,12
1313,8
1314,9
1314,3
1314,12
1314,13
1315,9
1315,11
1316,1
1316,2
1316,8
1316,5
1317,9
1317,10
1318,12
1319,5
1320,9
1320,12
1321,8
1321,13
1322,4
1322,13
1323,17
1324,8
1325,8
1325,9
1326,2
1326,3
1326,11
1326,4
1326,13
1327,9
1327,14
1327,13
1328,9
1328,12
1328,14
1328,13
1329,1
1329,2
1329,4
1330,9
1330,4
1331,5
1331,9
1331,13
1332,9
1332,10
1333,8
1333,5
1333,14
1333,13
1334,8
1334,9
1335,14
1335,13
1336,12
1336,14
1336,13
1337,1
1337,2
1337,9
1337,13
1337,6
1338,8
1338,5
1339,2
1339,9
1339,11
1340,9
1341,2
1341,8
1341,5
1341,9
1341,14
1341,13
1342,16
1342,8
1343,1
1343,2
1343,9
1344,9
1344,6
1345,8
1346,1
1346,8
1346,5
1347,12
1347,11
1348,8
1348,9
1349,5
1349,9
1349,13
1350,9
1350,10
1351,2
1351,8
1352,9
1352,10
1353,17
1354,9
1355,9
1356,5
1356,9
1356,14
1356,13
1357,8
1357,11
1358,16
1358,8
1358,3
1359,12
1360,9
1361,1
1361,9
1361,10
1362,2
1362,16
1362,8
1363,9
1364,2
1364,9
1364,4
1365,8
1365,5
1366,1
1366,10
1367,9
1367,14
1368,12
1369,2
1369,16
1369,8
1369,9
1370,16
1370,8
1370,3
1371,1
1372,9
1372,10
1373,8
1373,11
1374,2
1374,16
1374,8
1375,8
1375,13
1376,9
1377,2
1377,8
1377,3
1378,9
1379,9
1380,8
1381,3
1381,14
1381,13
1382,9
1383,1
1383,9
1383,13
1383,6
1384,7
1384,16
1384,15
1385,8
1386,9
1386,15
1386,11
1387,8
1387,3
1388,1
1388,9
1388,12
1388,13
1389,2
1389,4
1390,2
1390,7
1390,16
1390,15
1391,17
1392,1
1392,2
1392,9
1392,10
1393,2
1393,7
1393,16
1393,5
1393,9
1394,9
1394,13
1395,8
1395,9
1395,11
1396,2
1396,3
1397,8
1398,8
1398,11
1399,1
1399,8
1400,1
1400,2
1400,13
1401,1
1401,2
1401,4
1402,12
1403,9
1403,11
1404,7
1404,3
1404,4
1404,10
1405,1
1406,8
1406,9
1407,1
1407,14
1407,13
1408,4
1409,9
1410,8
1411,1
1411,2
1412,16
1412,8
1412,4
1413,8
1414,13
1415,9
1415,10
1416,12
1417,1
1417,9
1417,12
1418,9
1419,5
1419,14
1420,9
1420,10
1421,12
1422,8
1423,14
1423,13
1424,17
1424,12
1425,1
1426,1
1426,9
1426,10
1427,8
1427,13
1428,12
1429,1
1430,8
1430,15
1430,11
1431,12
1432,1
1432,9
1433,8
1434,12
1435,1
1435,8
1435,6
1436,9
1437,12
1437,13
1438,9
1439,9
1440,12
1440,14
1440,4
1440,13
1441,12
1441,13
1442,17
1443,2
1443,7
1443,16
1443,3
1444,9
1444,12
1445,9
1446,1
1447,8
1448,12
1448,4
1449,12
1449,4
1450,17
1451,16
1451,4
1452,8
1452,5
1453,1
1453,8
1454,1
1454,2
1454,4
1455,1
1455,12
1455,4
1456,8
1457,2
1457,7
1457,16
1457,9
1457,3
1458,5
1458,9
1459,2
1459,16
1459,8
1459,3
1459,15
1460,17
1461,9
1461,13
1462,8
