movieId,viewerId,rating
4443,1,5.0
4606,1,5.0
4649,1,5.0
4609,1,5.0
2702,1,4.0
4403,1,2.0
4515,1,4.0
1454,1,4.0
1609,1,5.0
56,1,4.0
57,1,4.0
227,1,5.0
1293,1,3.0
4593,1,5.0
4787,1,5.0
1907,1,5.0
4581,1,5.0
2394,1,4.0
4415,1,4.0
4881,1,5.0
1649,1,5.0
168,1,5.0
2802,1,4.0
945,1,5.0
813,1,5.0
776,1,5.0
734,1,5.0
4636,1,5.0
2347,1,4.0
2527,1,5.0
1183,1,5.0
887,1,5.0
4397,1,4.0
2357,1,5.0
1196,1,5.0
4414,1,5.0
4748,1,5.0
748,1,4.0
4427,1,5.0
1020,1,4.0
4619,1,1.0
3006,1,3.0
3095,1,3.0
3117,1,5.0
4618,1,5.0
2882,1,5.0
2949,1,4.0
3297,1,4.0
1943,1,5.0
2283,1,5.0
3199,1,5.0
2018,1,4.0
2875,1,4.0
2338,1,4.0
4900,1,5.0
5179,1,4.0
1244,1,4.0
1220,1,5.0
1499,1,5.0
1676,1,5.0
1112,1,5.0
2100,1,4.0
4815,1,4.0
4509,1,5.0
2956,1,4.0
2216,1,4.0
1066,1,5.0
3518,2,3.0
3787,2,4.0
4204,2,4.5
4900,2,4.0
5532,2,4.0
6312,2,3.5
6644,2,4.0
6601,2,4.0
7027,2,4.5
7368,2,5.0
6226,2,4.5
7803,2,3.0
7764,2,4.0
8376,2,3.0
8135,2,4.0
7370,2,4.5
8463,2,5.0
8191,2,4.0
8024,2,5.0
8109,2,3.5
8356,2,2.5
8660,2,3.5
7573,2,5.0
7332,2,3.0
9103,2,4.0
8403,2,2.0
7037,2,3.5
8153,2,5.0
9511,2,5.0
3619,3,0.5
3274,3,0.5
3867,3,0.5
3735,3,0.5
3889,3,5.0
826,3,0.5
2847,3,0.5
1687,3,0.5
1420,3,0.5
1067,3,0.5
2139,3,3.5
2574,3,0.5
1520,3,3.0
1639,3,4.5
229,3,0.5
507,3,0.5
1393,3,0.5
1781,3,2.0
1777,3,4.0
4579,3,0.5
1449,3,4.5
1731,3,0.5
1676,3,5.0
4936,3,0.5
2455,3,5.0
5653,3,0.5
1571,3,5.0
1661,3,5.0
1675,3,4.5
1710,3,5.0
2719,3,0.5
1621,3,5.0
1272,3,4.5
1269,3,5.0
1448,3,4.5
3106,3,5.0
7856,3,0.5
3653,4,3.0
3793,4,2.0
3785,4,3.0
3765,4,2.0
3715,4,3.0
3489,4,3.0
3433,4,4.0
3906,4,5.0
3475,4,1.0
3372,4,5.0
3684,4,3.0
3706,4,5.0
3762,4,2.0
3582,4,5.0
3604,4,1.0
3556,4,5.0
3385,4,2.0
3405,4,3.0
1401,4,5.0
2996,4,5.0
3494,4,1.0
3517,4,5.0
3467,4,5.0
3328,4,4.0
3349,4,4.0
3368,4,3.0
3393,4,3.0
3458,4,4.0
3339,4,2.0
3172,4,1.0
3553,4,2.0
3193,4,5.0
3210,4,5.0
3234,4,5.0
3256,4,1.0
3282,4,5.0
3283,4,1.0
3304,4,2.0
2963,4,4.0
2938,4,5.0
2821,4,3.0
1044,4,2.0
3897,4,5.0
3989,4,3.0
4067,4,4.0
3459,4,3.0
3974,4,4.0
4068,4,4.0
202,4,5.0
438,4,4.0
697,4,4.0
483,4,4.0
642,4,5.0
654,4,5.0
231,4,5.0
826,4,5.0
182,4,5.0
166,4,5.0
305,4,5.0
576,4,3.0
798,4,4.0
3830,4,5.0
3890,4,3.0
4051,4,2.0
1121,4,4.0
1201,4,5.0
2430,4,2.0
1497,4,5.0
938,4,5.0
477,4,5.0
2998,4,3.0
522,4,5.0
1245,4,5.0
2721,4,4.0
3886,4,1.0
3101,4,5.0
1563,4,5.0
2340,4,5.0
1694,4,3.0
1977,4,2.0
559,4,5.0
2292,4,1.0
2718,4,4.0
683,4,4.0
1871,4,4.0
566,4,5.0
2205,4,4.0
3198,4,4.0
3111,4,4.0
2911,4,2.0
189,4,5.0
427,4,5.0
1960,4,4.0
2594,4,4.0
1015,4,3.0
3980,4,1.0
4077,4,5.0
4171,4,4.0
4208,4,4.0
4109,4,4.0
4263,4,3.0
4152,4,1.0
4242,4,2.0
4194,4,4.0
4204,4,1.0
4347,4,4.0
4121,4,4.0
4096,4,5.0
4254,4,3.0
4332,4,5.0
4236,4,2.0
4136,4,4.0
4464,4,3.0
4470,4,2.0
4573,4,4.0
4455,4,3.0
4353,4,4.0
4135,4,1.0
4585,4,3.0
724,4,5.0
2758,4,2.0
2153,4,5.0
1978,4,4.0
487,4,2.0
2103,4,4.0
958,4,5.0
1494,4,4.0
2184,4,3.0
1570,4,5.0
2392,4,5.0
420,4,5.0
258,4,4.0
243,4,5.0
4565,4,1.0
4137,4,1.0
4571,4,2.0
579,4,4.0
4859,4,4.0
4733,4,5.0
4578,4,3.0
1947,4,4.0
2170,4,4.0
4606,4,1.0
4562,4,5.0
4568,4,5.0
4515,4,1.0
4716,4,4.0
4593,4,5.0
4419,4,2.0
4869,4,4.0
4761,4,1.0
4594,4,2.0
1534,4,5.0
4145,4,5.0
4881,4,5.0
581,4,4.0
1141,4,4.0
2440,4,5.0
4636,4,2.0
2555,4,2.0
4397,4,4.0
2357,4,4.0
2838,4,5.0
2835,4,4.0
4928,4,3.0
4975,4,5.0
4916,4,4.0
4924,4,1.0
4619,4,4.0
1407,4,4.0
3039,4,4.0
4974,4,4.0
2839,4,3.0
552,4,5.0
2882,4,4.0
5044,4,4.0
4730,4,2.0
2875,4,1.0
1337,4,5.0
4856,4,2.0
1828,4,1.0
897,4,3.0
2956,4,3.0
5423,4,5.0
4954,4,4.0
5202,4,3.0
5395,4,4.0
5012,4,4.0
2336,4,3.0
5315,4,1.0
5210,4,3.0
5379,4,4.0
5015,4,3.0
4341,4,3.0
4722,4,4.0
4953,4,5.0
5265,4,3.0
2299,4,4.0
4117,4,3.0
5415,4,3.0
5131,4,2.0
5220,4,5.0
5329,4,4.0
5445,4,3.0
5056,4,2.0
5313,4,4.0
5081,4,1.0
5263,4,4.0
5332,4,3.0
4812,4,1.0
5084,4,3.0
5323,4,5.0
5327,4,3.0
5316,4,4.0
5451,4,4.0
5672,4,5.0
3789,5,4.0
3653,5,4.0
3573,5,4.0
3621,5,4.0
3609,5,3.0
3799,5,4.0
3489,5,5.0
3593,5,4.0
3570,5,3.0
3581,5,3.0
3556,5,4.0
3405,5,5.0
3421,5,3.0
3446,5,4.0
2996,5,3.0
3439,5,1.0
3482,5,5.0
3494,5,5.0
3497,5,3.0
3528,5,2.0
3518,5,3.0
3327,5,3.0
3361,5,3.0
3393,5,2.0
3442,5,3.0
3457,5,4.0
3541,5,2.0
3124,5,3.0
3193,5,4.0
3209,5,4.0
3210,5,5.0
3264,5,3.0
3274,5,5.0
3277,5,4.0
3278,5,3.0
2963,5,4.0
2950,5,3.0
2698,5,5.0
2541,5,3.0
144,5,5.0
2821,5,5.0
203,5,5.0
2778,5,3.0
3897,5,3.0
3687,6,4.0
3657,6,5.0
3803,6,3.0
3639,6,5.0
3663,6,4.0
3761,6,4.0
3562,6,3.0
3654,6,3.0
3564,6,4.0
3579,6,3.0
3617,6,4.0
3599,6,4.0
3766,6,4.0
3560,6,2.0
3653,6,2.0
3612,6,5.0
3747,6,4.0
3701,6,3.0
3736,6,4.0
3733,6,3.0
3619,6,3.0
3793,6,4.0
3573,6,4.0
3621,6,5.0
3755,6,4.0
3754,6,4.0
3785,6,3.0
3670,6,4.0
3765,6,4.0
3799,6,1.0
3585,6,4.0
3677,6,4.0
3894,6,4.0
3721,6,4.0
3839,6,3.0
3971,6,3.0
3764,6,4.0
3959,6,3.0
4081,6,5.0
3882,6,3.0
3842,6,2.0
3728,6,4.0
3982,6,4.0
3800,6,4.0
3851,6,4.0
3865,6,3.0
3993,6,1.0
3927,6,4.0
3594,6,3.0
3593,6,5.0
3669,6,4.0
3833,6,3.0
3475,6,3.0
3879,6,3.0
4074,6,3.0
3840,6,4.0
3576,6,4.0
3563,6,4.0
3570,6,4.0
3756,6,4.0
3581,6,3.0
3600,6,4.0
3607,6,3.0
3611,6,5.0
3613,6,3.0
3624,6,3.0
3627,6,3.0
3641,6,5.0
3658,6,3.0
3684,6,3.0
3688,6,3.0
3707,6,3.0
3709,6,1.0
3710,6,2.0
3716,6,3.0
3726,6,3.0
3730,6,3.0
3752,6,3.0
3763,6,2.0
3770,6,4.0
3771,6,3.0
3783,6,3.0
3794,6,3.0
3797,6,3.0
3804,6,4.0
3806,6,3.0
3810,6,3.0
3811,6,4.0
3596,6,4.0
3586,6,4.0
3575,6,3.0
3591,6,2.0
3616,6,3.0
3604,6,4.0
3628,6,3.0
3379,6,4.0
3380,6,5.0
3383,6,3.0
3386,6,2.0
3647,6,4.0
3644,6,4.0
3655,6,3.0
3666,6,3.0
3656,6,3.0
3411,6,5.0
3406,6,4.0
3671,6,3.0
3417,6,4.0
3421,6,3.0
3683,6,3.0
3430,6,3.0
3689,6,5.0
3692,6,3.0
3446,6,4.0
3704,6,5.0
2996,6,3.0
3439,6,3.0
3455,6,3.0
3447,6,3.0
3708,6,4.0
3394,6,3.0
3711,6,4.0
3460,6,4.0
3462,6,5.0
3723,6,3.0
3479,6,4.0
3474,6,3.0
3473,6,2.0
3483,6,3.0
3746,6,3.0
3737,6,4.0
3450,6,3.0
3494,6,2.0
3501,6,3.0
3751,6,3.0
3757,6,4.0
3753,6,3.0
3775,6,1.0
3532,6,3.0
3514,6,5.0
3524,6,4.0
3528,6,5.0
3512,6,4.0
3518,6,5.0
3780,6,1.0
3527,6,4.0
3779,6,3.0
3801,6,3.0
3787,6,5.0
3805,6,3.0
3315,6,5.0
3809,6,4.0
3548,6,4.0
3467,6,3.0
3574,6,3.0
3327,6,3.0
3045,6,3.0
3349,6,3.0
3361,6,5.0
3363,6,5.0
3368,6,4.0
3370,6,3.0
3371,6,4.0
3364,6,4.0
3391,6,4.0
3392,6,5.0
3393,6,3.0
3667,6,3.0
3414,6,3.0
3415,6,3.0
3423,6,4.0
3429,6,3.0
3442,6,5.0
3549,6,3.0
3457,6,4.0
3458,6,5.0
3472,6,4.0
3486,6,3.0
3506,6,3.0
3526,6,5.0
3525,6,3.0
3541,6,4.0
3551,6,3.0
3554,6,3.0
3555,6,3.0
3408,6,3.0
3124,6,3.0
3126,6,3.0
3132,6,4.0
3338,6,3.0
3145,6,3.0
3149,6,3.0
3358,6,5.0
3164,6,4.0
3166,6,3.0
3367,6,3.0
3171,6,4.0
3181,6,3.0
3553,6,4.0
3186,6,4.0
3191,6,3.0
3193,6,5.0
3195,6,3.0
3399,6,3.0
3205,6,2.0
3635,6,4.0
3207,6,4.0
3416,6,3.0
3209,6,4.0
3210,6,4.0
3316,6,4.0
3218,6,5.0
3221,6,3.0
3230,6,3.0
3231,6,3.0
3232,6,4.0
3236,6,3.0
3892,6,3.0
3242,6,3.0
3241,6,5.0
3476,6,3.0
3480,6,3.0
3255,6,4.0
3256,6,3.0
3257,6,3.0
3264,6,4.0
3503,6,4.0
3267,6,3.0
3272,6,3.0
3274,6,3.0
3277,6,3.0
3515,6,3.0
3520,6,3.0
3521,6,3.0
3283,6,3.0
3284,6,3.0
3290,6,4.0
3287,6,3.0
3294,6,2.0
3534,6,3.0
3303,6,3.0
3304,6,5.0
3443,6,4.0
3445,6,3.0
2714,6,5.0
2963,6,5.0
2950,6,3.0
2698,6,5.0
2541,6,3.0
2938,6,4.0
144,6,4.0
2821,6,5.0
203,6,3.0
2778,6,4.0
3597,6,3.0
3897,6,3.0
3935,6,4.0
1047,6,5.0
4018,6,3.0
3821,6,4.0
4032,6,4.0
3877,6,1.0
3867,6,4.0
3898,6,3.0
3587,6,3.0
4048,6,3.0
3899,6,3.0
3567,6,4.0
4021,6,3.0
4067,6,4.0
2481,6,5.0
3858,6,3.0
3905,6,4.0
3996,6,2.0
4069,6,5.0
4047,6,3.0
4046,6,1.0
3950,6,3.0
1003,6,3.0
3946,6,5.0
3938,6,5.0
3522,6,3.0
3911,6,3.0
3929,6,3.0
4013,6,4.0
4075,6,3.0
3903,6,5.0
3909,6,4.0
3983,6,3.0
3885,6,4.0
3870,6,3.0
4052,6,3.0
4042,6,4.0
4061,6,4.0
3857,6,3.0
3949,6,3.0
3902,6,3.0
3697,6,3.0
3660,6,3.0
3732,6,3.0
4160,6,3.0
3907,6,4.0
3986,6,4.0
3969,6,4.0
3816,6,2.0
3919,6,4.0
3861,6,4.0
4056,6,3.0
3916,6,5.0
4037,6,4.0
3818,6,4.0
1121,6,3.0
1129,6,4.0
938,6,3.0
3789,7,4.5
3799,7,4.5
3489,7,3.0
3570,7,4.5
3627,7,4.0
1401,7,5.0
3392,7,5.0
3541,7,3.0
3205,7,5.0
3218,7,5.0
2714,7,2.0
2963,7,3.0
2950,7,2.5
2541,7,3.0
2938,7,5.0
2821,7,3.5
3989,7,4.0
775,7,4.0
3946,7,4.5
166,7,3.0
974,7,4.0
2214,7,4.0
3886,7,1.5
1563,7,4.0
1469,7,4.0
1840,7,4.0
683,7,5.0
1548,7,4.5
1959,7,5.0
2559,7,1.5
1974,7,5.0
4109,7,3.5
4153,7,5.0
2734,7,4.0
4242,7,3.0
4362,7,3.0
4290,7,0.5
4392,7,4.0
4585,7,1.5
1340,7,4.5
487,7,5.0
4137,7,2.0
4416,7,3.5
994,7,5.0
4515,7,1.5
1454,7,3.0
4556,7,4.5
4716,7,2.0
4703,7,2.5
4506,7,1.5
2580,7,3.5
4869,7,4.5
4881,7,4.0
4359,7,4.5
4963,7,1.5
5044,7,4.5
4900,7,1.5
4453,7,1.0
4509,7,3.5
2908,7,5.0
5147,7,4.0
4795,7,2.5
5195,7,3.0
5113,7,4.0
5182,7,2.0
5329,7,2.0
4561,7,4.0
5171,7,0.5
5165,7,4.5
4608,7,1.0
5385,7,1.5
5213,7,1.5
5573,7,3.0
5055,7,4.0
5316,7,4.0
5310,7,4.0
4444,7,4.5
5546,7,4.5
5542,7,3.5
4711,7,3.5
4520,7,0.5
4947,7,4.0
4513,7,3.0
5458,7,3.0
5697,7,1.5
5351,7,5.0
5762,7,4.5
4868,7,4.5
5502,7,4.0
5795,7,4.5
5734,7,4.0
5262,7,4.0
5707,7,0.5
5991,7,4.5
6051,7,4.5
5324,7,2.0
5989,7,4.5
4867,7,4.0
6079,7,3.0
6014,7,4.0
1170,7,4.5
5780,7,3.5
5827,7,2.5
6002,7,2.0
6255,7,4.5
5925,7,4.5
6332,7,3.5
6006,7,1.0
6299,7,1.0
6312,7,4.5
6309,7,1.5
6142,7,1.0
6188,7,3.5
5848,7,1.0
6163,7,4.5
6359,7,4.0
6467,7,4.0
6167,7,3.5
5935,7,4.0
6096,7,1.0
5862,7,2.5
6306,7,2.5
6165,7,4.0
6171,7,3.0
6103,7,3.5
5751,7,2.0
6340,7,3.5
6113,7,2.0
6199,7,1.5
6449,7,2.0
6562,7,3.5
5962,7,3.5
4521,7,1.0
6336,7,2.0
6353,7,1.0
6599,7,3.0
6547,7,4.5
6396,7,3.5
6403,7,3.5
6514,7,4.5
6375,7,4.0
5929,7,4.5
6618,7,1.0
6906,7,0.5
6154,7,1.0
6601,7,1.0
6671,7,4.5
6520,7,2.5
6410,7,4.5
6914,7,3.5
6958,7,0.5
6844,7,3.0
3687,8,4.0
3654,8,2.0
3564,8,4.0
3653,8,4.0
3793,8,3.0
3573,8,5.0
3609,8,3.0
3765,8,4.0
3799,8,5.0
3593,8,3.0
3840,8,3.0
3570,8,4.0
3581,8,2.0
3726,8,5.0
3730,8,4.0
3806,8,3.0
3383,8,4.0
3385,8,3.0
3647,8,3.0
3417,8,3.0
3421,8,5.0
3474,8,3.0
3737,8,3.0
3494,8,4.0
3512,8,3.0
3518,8,5.0
3809,8,3.0
3392,8,3.0
3393,8,5.0
3442,8,5.0
3457,8,3.0
3526,8,4.0
3541,8,5.0
3358,8,1.0
3171,8,3.0
3186,8,4.0
3193,8,3.0
3218,8,4.0
3241,8,2.0
3274,8,5.0
3283,8,3.0
2731,8,3.0
2714,8,3.0
2698,8,5.0
2541,8,3.0
2938,8,4.0
2778,8,3.0
3755,9,3.0
3739,9,3.0
3362,9,4.0
3486,9,3.0
3699,9,3.0
399,9,4.0
209,9,5.0
3038,9,2.0
3016,9,4.0
1694,9,5.0
1974,9,5.0
2081,9,4.0
1593,9,2.0
2539,9,3.0
2684,9,4.0
2717,9,3.0
995,9,5.0
1300,9,3.0
1511,9,2.0
4729,9,2.0
4849,9,3.0
1199,9,3.0
2314,9,1.0
2518,9,1.0
4444,9,5.0
5542,9,4.0
4520,9,3.0
4947,9,4.0
5700,9,4.0
5518,9,4.0
5758,9,5.0
5766,9,1.0
2928,9,1.0
2952,9,3.0
5363,9,3.0
5622,9,4.0
1437,9,1.0
3438,9,4.0
5540,9,5.0
4868,9,5.0
5191,9,4.0
3150,9,1.0
1366,9,4.0
2186,9,2.0
1819,9,4.0
1879,9,2.0
3494,10,1.0
3392,10,3.5
2963,10,4.0
2778,10,3.5
231,10,4.0
823,10,0.5
2264,10,3.0
949,10,3.0
2665,10,3.0
4290,10,3.5
4455,10,4.0
4606,10,0.5
4556,10,3.5
4869,10,0.5
4881,10,1.0
4636,10,0.5
4900,10,4.0
5096,10,3.0
5329,10,3.5
4561,10,4.5
5410,10,4.5
4444,10,4.0
5546,10,4.0
5651,10,3.0
5604,10,3.5
5456,10,3.0
5425,10,3.0
4868,10,4.0
5900,10,3.0
5418,10,3.0
5709,10,3.0
5531,10,3.5
6056,10,4.0
5905,10,4.0
6076,10,4.0
6063,10,3.0
4867,10,4.0
5831,10,4.0
6209,10,4.5
6130,10,3.5
6074,10,4.0
6378,10,3.5
6052,10,5.0
6234,10,3.5
6049,10,5.0
5925,10,3.5
6332,10,3.5
6309,10,3.0
6221,10,5.0
5935,10,2.5
5928,10,3.5
5862,10,1.0
6513,10,3.5
6334,10,2.5
6462,10,4.5
6503,10,3.0
6192,10,3.0
6336,10,5.0
6640,10,3.0
6201,10,4.0
6652,10,2.5
6927,10,3.0
6410,10,5.0
6958,10,5.0
6654,10,3.0
7117,10,4.5
6656,10,1.5
6833,10,3.5
7021,10,3.5
7567,10,3.0
7361,10,3.5
7027,10,4.5
7413,10,2.5
7630,10,2.0
7272,10,3.0
7190,10,2.0
7391,10,2.5
7355,10,3.5
7722,10,4.5
7680,10,0.5
7581,10,3.5
7652,10,4.0
7643,10,4.5
6664,10,3.0
7786,10,3.0
7777,10,0.5
7820,10,5.0
7863,10,2.5
7772,10,3.5
7980,10,3.0
8055,10,3.5
7248,10,3.5
7195,10,2.5
7563,10,3.0
7335,10,3.0
7886,10,2.0
8077,10,3.0
8074,10,5.0
8010,10,3.5
7754,10,2.5
8292,10,5.0
6539,10,3.5
7205,10,3.5
8104,10,2.0
8178,10,3.5
7675,10,3.0
8038,10,3.5
8360,10,4.0
8234,10,3.0
8076,10,3.0
8109,10,5.0
8505,10,5.0
8182,10,4.5
7903,10,4.0
8700,10,4.0
7514,10,3.0
8498,10,3.5
7688,10,5.0
8799,10,0.5
6925,10,1.0
8502,10,3.0
8517,10,4.0
8968,10,4.0
8882,10,4.0
9005,10,2.5
7811,10,3.5
8937,10,4.5
7573,10,1.0
8849,10,2.0
8928,10,0.5
7332,10,0.5
8974,10,4.0
8833,10,4.0
9205,10,4.5
8853,10,4.0
9153,10,1.0
9087,10,3.5
8991,10,5.0
8922,10,4.0
8981,10,5.0
3663,11,5.0
3654,11,3.0
3621,11,4.0
3720,11,2.0
3851,11,3.0
3593,11,5.0
3570,11,5.0
3581,11,3.0
3627,11,3.0
3658,11,4.0
3806,11,3.0
3737,11,4.0
3518,11,4.0
3361,11,5.0
3392,11,5.0
3458,11,3.0
3507,11,2.0
3526,11,3.0
3541,11,4.0
3164,11,3.0
3193,11,5.0
3205,11,3.0
3209,11,4.0
3218,11,4.0
3236,11,3.0
3259,11,4.0
3276,11,5.0
2950,11,4.0
2938,11,5.0
3989,11,4.0
4025,11,4.0
4069,11,4.0
3946,11,4.0
2700,11,3.0
2214,11,5.0
1840,11,4.0
4038,11,4.0
2703,11,3.0
3110,11,3.0
3980,11,1.0
3037,11,5.0
4161,11,3.0
4133,11,4.0
4151,11,4.0
4181,11,3.0
4153,11,5.0
4196,11,4.0
4152,11,4.0
4270,11,4.0
4098,11,4.0
4295,11,3.0
4233,11,3.0
4102,11,5.0
4204,11,4.0
4356,11,5.0
4290,11,5.0
4550,11,4.0
4425,11,2.0
4392,11,4.0
4523,11,4.0
4585,11,4.0
3041,11,2.0
4446,11,3.0
4481,11,5.0
3609,12,4.0
3641,12,5.0
3604,12,5.0
3430,12,5.0
3446,12,4.5
3462,12,3.0
3393,12,3.5
3287,12,3.5
3903,12,4.0
3885,12,5.0
166,12,4.5
3198,12,3.5
4035,12,5.0
3831,12,3.0
4356,12,5.0
4412,12,3.5
2534,12,5.0
1953,12,3.5
2148,12,3.0
4806,12,5.0
4735,12,5.0
4752,12,5.0
4692,12,4.0
2580,12,5.0
997,12,5.0
5395,12,4.5
5113,12,4.5
5456,12,4.0
5905,12,5.0
6049,12,5.0
6640,12,5.0
7722,12,5.0
3765,13,5.0
3493,13,1.0
2778,13,3.0
2553,13,3.0
1694,13,5.0
4179,13,4.0
4320,13,3.0
4144,13,4.0
4356,13,4.0
2184,13,3.0
2392,13,3.0
4648,13,2.0
4606,13,5.0
4626,13,4.0
5045,13,2.0
4805,13,3.0
4900,13,5.0
4972,13,4.0
4992,13,3.0
4993,13,4.0
4509,13,4.0
4808,13,4.0
4988,13,4.0
5137,13,4.0
4893,13,3.0
4954,13,4.0
5125,13,3.0
4795,13,3.0
5012,13,5.0
5120,13,5.0
5169,13,4.0
3803,14,3.0
3761,14,3.0
3560,14,1.0
3701,14,4.0
3793,14,4.0
3609,14,3.0
3765,14,5.0
3851,14,5.0
3594,14,3.0
3593,14,5.0
3570,14,4.0
3581,14,2.0
3768,14,3.0
3383,14,3.0
3439,14,5.0
3474,14,5.0
3473,14,4.0
3494,14,3.0
3518,14,3.0
3315,14,5.0
3809,14,4.0
3327,14,2.0
3368,14,3.0
3392,14,4.0
3457,14,1.0
3507,14,4.0
3526,14,3.0
3555,14,4.0
3164,14,4.0
3184,14,3.0
3191,14,3.0
3316,14,4.0
3218,14,3.0
3232,14,3.0
3255,14,3.0
3256,14,5.0
3272,14,3.0
3274,14,3.0
3283,14,4.0
3284,14,3.0
3303,14,3.0
3304,14,4.0
2731,14,3.0
2698,14,4.0
2541,14,2.0
2938,14,4.0
2778,14,3.0
3854,14,1.0
3789,15,2.5
3720,15,1.0
3765,15,3.5
3600,15,1.0
3685,15,1.0
3430,15,3.0
1401,15,5.0
3450,15,3.0
3494,15,4.0
3518,15,5.0
3391,15,1.0
3392,15,5.0
3442,15,3.0
3274,15,5.0
2963,15,3.0
2950,15,5.0
203,15,2.0
3946,15,3.5
3889,15,2.0
1140,15,4.0
1563,15,5.0
1694,15,4.0
2093,15,5.0
1840,15,5.0
1464,15,5.0
1959,15,4.0
3198,15,3.5
1974,15,5.0
1928,15,3.0
4189,15,3.0
4198,15,4.5
4508,15,2.5
2607,15,5.0
2539,15,5.0
2684,15,4.0
4481,15,3.5
2609,15,3.0
711,15,1.5
1570,15,5.0
4531,15,2.5
4390,15,4.5
4606,15,4.0
4869,15,3.0
4881,15,4.0
2802,15,4.5
4636,15,2.5
4427,15,5.0
4960,15,5.0
2761,15,4.0
4984,15,5.0
4698,15,3.5
4670,15,4.0
4900,15,5.0
5179,15,1.5
4993,15,3.0
4936,15,4.0
5195,15,3.0
5113,15,4.0
4811,15,3.5
5131,15,1.5
4561,15,3.0
5165,15,4.0
5250,15,5.0
5055,15,3.5
4444,15,3.5
5546,15,5.0
4947,15,4.0
5351,15,3.0
4868,15,3.5
2516,15,2.0
5502,15,5.0
5531,15,3.0
5722,15,3.5
5532,15,3.0
5726,15,3.5
6387,15,3.0
5780,15,2.5
6133,15,3.5
5935,15,2.5
4521,15,5.0
7044,15,4.5
5107,15,3.0
7121,15,4.5
6423,15,3.0
7107,15,3.5
7027,15,2.0
6331,15,2.0
7479,15,3.5
6535,15,3.0
7883,15,4.0
7838,15,3.0
7652,15,3.5
7605,15,4.0
7780,15,3.5
7043,15,4.0
7377,15,2.5
7195,15,3.0
8135,15,3.5
7908,15,5.0
8139,15,4.5
7509,15,3.5
7384,15,2.0
8152,15,3.0
8109,15,2.0
8229,15,3.0
8001,15,3.0
6925,15,4.0
8660,15,1.0
8268,15,4.0
7333,15,3.5
8235,15,4.5
8322,15,4.0
8928,15,2.0
7332,15,4.0
8653,15,1.5
8445,15,4.5
8921,15,4.5
8772,15,1.5
9180,15,2.0
7037,15,2.0
8640,15,2.5
8153,15,2.0
9057,15,5.0
8208,15,2.0
7889,15,2.0
9305,15,1.0
9377,15,4.0
8822,15,4.5
9382,15,3.0
7834,15,5.0
