nameId,nameString
622,Eugene O'Neill
623,Hugh Wynn
624,Marlene Dietrich
625,Kurt Gerron
626,Rosa Valetti
627,Hans Albers
628,Reinhold Bernt
629,Eduard von Winterstein
630,Hans Roth
631,Rolf Müller
632,Roland Varno
633,Josef von Sternberg
634,Heinrich Mann
635,Carl Zuckmayer
636,Karl Vollmöller
637,Robert Liebmann
638,Friedrich Hollaender
639,Hans Schneeberger
640,Walter Klee
641,Sam Winston
642,Norma Shearer
643,Robert Montgomery
644,Chester Morris
645,Conrad Nagel
646,Florence Eldridge
647,Helene Millard
648,Robert Elliott
649,Mary Doran
650,Tyler Brooke
651,Zelda Sears
652,Ursula Parrott
653,Nick Grinde
654,John Meehan
655,Robert Z. Leonard
656,Norbert Brodine
657,Edward G. Robinson
658,Douglas Fairbanks Jr.
659,Glenda Farrell
660,William Collier Jr.
661,Sidney Blackmer
662,Ralph Ince
663,Thomas E. Jackson
664,Stanley Fields
665,Maurice Black
666,George E. Stone
667,Mervyn LeRoy
668,W.R. Burnett
669,Francis Edward Faragoh
670,Robert N. Lee
671,Tony Gaudio
672,Ray Curtiss
673,Richard Dix
674,Irene Dunne
675,Estelle Taylor
676,Nance O'Neil
677,Roscoe Ates
678,Robert McWade
679,Edna May Oliver
680,Edna Ferber
681,Howard Estabrook
682,William LeBaron
683,Wesley Ruggles
684,Edward Cronjager
685,William Hamilton
686,Virginia Cherrill
687,Florence Lee
688,Harry Myers
689,Hank Mann
690,Johnny Aber
691,Jack Alexander
692,T.S. Alexander
693,Victor Alexander
694,Gordon Pollock
695,Bela Lugosi
696,Helen Chandler
697,David Manners
698,Dwight Frye
699,Edward Van Sloan
700,Herbert Bunston
701,Frances Dade
702,Charles K. Gerrard
703,Anna Bakacs
704,Tod Browning
705,Hamilton Deane
706,John L. Balderston
707,Garrett Fort
708,Colin Clive
709,Mae Clarke
710,Boris Karloff
711,John Boles
712,Frederick Kerr
713,Lionel Belmore
714,Marilyn Harris
715,Ted Billings
716,James Whale
717,Mary Shelley
718,Peggy Webling
719,Clarence Kolster
720,Pat O'Brien
721,Mary Brian
722,Edward Everett Horton
723,Walter Catlett
724,Slim Summerville
725,Frank McHugh
726,Ben Hecht
727,Charles MacArthur
728,Bartlett Cormack
729,Charles Lederer
730,Glen MacWilliams
731,Duncan Mansfield
732,Joel McCrea
733,Lilyan Tashman
734,Eugene Pallette
735,Alan Dinehart
736,Lucile Gleason
737,Anderson Lawler
738,Lucile Browne
739,George Barbier
740,George Cukor
741,Zoe Akins
742,Raymond Griffith
743,Brian Marlow
744,Ernest Haller
745,Robert Armstrong
746,Jean Harlow
747,John Miljan
748,Edward Dillon
749,Morrie Cohan
750,Mildred Van Dorn
751,Ned Sparks
752,Peter Lorre
753,Ellen Widmann
754,Inge Landgut
755,Otto Wernicke
756,Gustaf Gründgens
757,Friedrich Gnaß
758,Fritz Odemar
759,Paul Kemp
760,Theo Lingen
761,Paul Falkenberg
762,Bebe Daniels
763,Ricardo Cortez
764,Dudley Digges
765,Una Merkel
766,Thelma Todd
767,Otto Matieson
768,Roy Del Ruth
769,Dashiell Hammett
770,Maude Fulton
771,Brown Holmes
772,William Rees
773,George Marks
774,Dorothea Wieck
775,Hertha Thiele
776,Emilia Unda
777,Hedy Krilla
778,Ellen Schwanneke
779,Lene Berdolt
780,Erika Biebrach
781,Margory Bodker
782,Gertrud de Lalsky
783,Else Ehser
784,Leontine Sagan
785,Carl Froelich
786,Christa Winsloe
787,Friedrich Dammann
788,Friedrich Pflughaupt
789,Hanson Milde-Meissner
790,James Cagney
791,Edward Woods
792,Joan Blondell
793,Donald Cook
794,Leslie Fenton
795,Beryl Mercer
796,Robert Emmett O'Connor
797,Murray Kinnell
798,Lev Abramov
799,William A. Wellman
800,Kubec Glasmon
801,John Bright
802,Harvey F. Thew
803,Edward M. McDermott
804,Raymond Cordy
805,Henri Marchand
806,Rolla France
807,Paul Ollivier
808,Jacques Shelly
809,André Michaud
810,Germaine Aussey
811,Léon Lorin
812,William Burke
813,Vincent Hyspa
814,René Clair
815,Frank Clifford
816,Georges Auric
817,Georges Périnal
818,René Le Hénaff
819,Marcelle Hainia
820,Sévérine Lerczinska
821,Jean Gehret
822,Max Dalban
823,Jean Dasté
824,Charles Granval
825,Geneviève Cadix
826,Jacques Becker
827,Georges D'Arnoux
828,Jean Renoir
829,René Fauchois
830,Georges Asselin
831,Marcel Lucien
832,Suzanne de Troeye
833,Jean Castanier
834,Hugues Laurent
835,Fredric March
836,Miriam Hopkins
837,Rose Hobart
838,Holmes Herbert
839,Halliwell Hobbes
840,Edgar Norton
841,Robert Adair
842,Harry Adams
843,William Begg
844,Rouben Mamoulian
845,Samuel Hoffenstein
846,Percy Heath
847,Robert Louis Stevenson
848,Gary Cooper
849,Helen Hayes
850,Mary Philips
851,Jack La Rue
852,Blanche Friderici
853,Mary Forbes
854,Gilbert Emery
855,Alice Adair
856,Henry Armetta
857,Frank Borzage
858,Benjamin Glazer
859,Oliver H.P. Garrett
860,Ernest Hemingway
861,Charles Lang
862,Wallace Ford
863,Leila Hyams
864,Olga Baclanova
865,Henry Victor
866,Harry Earles
867,Daisy Earles
868,Rose Dione
869,Daisy Hilton
870,Violet Hilton
871,Clarence Aaron 'Tod' Robbins
872,Willis Goldbeck
873,Leon Gordon
874,John Barrymore
875,Joan Crawford
876,Wallace Beery
877,Lionel Barrymore
878,Lewis Stone
879,Purnell Pratt
880,Ferdinand Gottschalk
881,Vicki Baum
882,William Absalom Drake
883,Blanche Sewell
884,David Landau
885,Bobby Barber
886,Reginald Barlow
887,Vince Barnett
888,Norman Z. McLeod
889,S.J. Perelman
890,Will B. Johnstone
891,Ray June
892,Paul Muni
893,Helen Vinson
894,Noel Francis
895,Preston Foster
896,Allen Jenkins
897,Berton Churchill
898,Edward Ellis
899,Hale Hamilton
900,Robert E. Burns
901,Howard J. Green
902,Sol Polito
903,William Holmes
904,Zita Johann
905,Arthur Byron
906,Bramwell Fletcher
907,Kathryn Byron
908,Leonard Mudie
909,James Crane
910,Nina Wilcox Putnam
911,Richard Schayer
912,Charles J. Stumar
913,Ann Dvorak
914,Karen Morley
915,Osgood Perkins
916,C. Henry Gordon
917,George Raft
918,Howard Hawks
919,Armitage Trail
920,Seton I. Miller
921,John Lee Mahin
922,Lee Garmes
923,L. William O'Connell
924,Thomy Bourdelle
925,Gustav Diessl
926,Rudolf Schündler
927,Jim Gérald
928,Oskar Höcker
929,Monique Rolland
930,Maurice Maillot
931,Norbert Jacques
932,René Sti
933,Seymour Nebenzal
934,Károly Vass
935,Conrad von Molo
936,Lothar Wolff
937,Herbert Marshall
938,Charles Ruggles
939,C. Aubrey Smith
940,Robert Greig
941,Luis Alberni
942,Hooper Atchley
943,Ernst Lubitsch
944,Grover Jones
945,Aladár László
946,W. Franke Harling
947,Victor Milner
948,Richard Arlen
949,William Austin
950,Leon Errol
951,Louise Fazenda
952,W.C. Fields
953,Alec B. Francis
954,Richard 'Skeets' Gallagher
955,Cary Grant
956,Joseph L. Mankiewicz
957,William Cameron Menzies
958,Lewis Carroll
959,Dimitri Tiomkin
960,Bert Glennon
961,Henry Sharp
962,Lee Tracy
963,Edmund Lowe
964,Billie Burke
965,Madge Evans
966,Herman J. Mankiewicz
967,David O. Selznick
968,William Axt
969,Ben Lewis
970,Raquel Torres
971,Louis Calhern
972,Edmund Breese
973,Leonid Kinskey
974,Leo McCarey
975,Arthur Sheekman
976,Nat Perrin
977,Dolores Del Río
978,Gene Raymond
979,Raul Roulien
980,Ginger Rogers
981,Fred Astaire
982,Walter Walker
983,Etta Moten
984,Roy D'Arcy
985,Thornton Freeland
986,Cyril Hume
987,H.W. Hanemann
988,Erwin Gelsey
989,Anne Caldwell
990,Vincent Youmans
991,J. Roy Hunt
992,Jack Kitchin
993,Warner Baxter
994,George Brent
995,Ruby Keeler
996,Guy Kibbee
997,Dick Powell
998,Rian James
999,James Seymour
1000,Bradford Ropes
1001,Thomas Pratt
1002,Frank Ware
1003,Warren William
1004,Aline MacMahon
1005,Robert Agnew
1006,Loretta Andrews
1007,David Boehm
1008,Ben Markson
1009,Robert Lord
1010,Jack L. Warner
1011,George Amy
1012,Claude Rains
1013,Gloria Stuart
1014,William Harrigan
1015,Henry Travers
1016,Una O'Connor
1017,E.E. Clive
1018,Harry Stubbs
1019,H.G. Wells
1020,R.C. Sherriff
1021,Ted J. Kent
1022,Fay Wray
1023,Bruce Cabot
1024,Frank Reicher
1025,Sam Hardy
1026,Steve Clemente
1027,James Flavin
1028,Walter Ackerman
1029,James Adamson
1030,James Ashmore Creelman
1031,Ruth Rose
1032,Merian C. Cooper
1033,Edgar Wallace
1034,Max Steiner
1035,Edward Linden
1036,J.O. Taylor
1037,Vernon L. Walker
1038,Ted Cheesman
1039,Katharine Hepburn
1040,Joan Bennett
1041,Paul Lukas
1042,Jean Parker
1043,Frances Dee
1044,Henry Stephenson
1045,Douglass Montgomery
1046,John Lodge
1047,Spring Byington
1048,Louisa May Alcott
1049,Sarah Y. Mason
1050,Henry W. Gerrard
1051,Stan Laurel
1052,Oliver Hardy
1053,Mae Busch
1054,Dorothy Christy
1055,Charita Alden
1056,Ernie Alexander
1057,Jimmy Aubrey
1058,Eddie Baker
1059,William A. Seiter
1060,Frank Craven
1061,Kenneth Peach
1062,Bert Jordan
1063,Robert le Flon
1064,Louis Lefebvre
1065,Du Verron
1066,Delphin
1067,Léon Larive
1068,Madame Émile
1069,Louis de Gonzague
1070,Raphaël Diligent
1071,Gilbert Pruchon
1072,Jean Vigo
1073,Maurice Jaubert
1074,Boris Kaufman
1075,Dita Parlo
1076,Gilles Margaritis
1077,Maurice Gilles
1078,Claude Aveline
1079,René Blech
1080,Lou Bonin
1081,Jean Guinée
1082,Albert Riéra
1083,Jacques-Louis Nounez
1084,Louis Chavance
1085,Virginia Karns
1086,Charlotte Henry
1087,Felix Knight
1088,Florence Roberts
1089,Henry Brandon
1090,Richard Alexander
1091,Frank Austin
1092,Gus Meins
1093,Charley Rogers
1094,Frank Butler
1095,Francis Corby
1096,Art Lloyd
1097,William H. Terhune
1098,Boris Babochkin
1099,Boris Blinov
1100,Varvara Myasnikova
1101,Leonid Kmit
1102,Illarion Pevtsov
1103,Stepan Shkurat
1104,Vyacheslav Volkov
1105,Nikolai Simonov
1106,Boris Chirkov
1107,Andrei Apsolon
1108,Sergey Vasilev
1109,Georgi Vasilyev
1110,Dimitri Furmanov
1111,Anna Furmanova
1112,Gavriil Popov
1113,Aleksandr Ksenofontov
1114,Aleksandr Sigaev
1115,Alice Brady
1116,Erik Rhodes
1117,Eric Blore
1118,Lillian Miles
1119,Charles Coleman
1120,Betty Grable
1121,Mark Sandrich
1122,Dwight Taylor
1123,Kenneth S. Webb
1124,David Abel
1125,Clark Gable
1126,Claudette Colbert
1127,Walter Connolly
1128,Roscoe Karns
1129,Jameson Thomas
1130,Alan Hale
1131,Arthur Hoyt
1132,Charles C. Wilson
1133,Ernie Adams
1134,Frank Capra
1135,Robert Riskin
1136,Samuel Hopkins Adams
1137,Joseph Walker
1138,Gene Havlick
1139,Leslie Banks
1140,Edna Best
1141,Frank Vosper
1142,Hugh Wakefield
1143,Nova Pilbeam
1144,Pierre Fresnay
1145,Cicely Oates
1146,D.A. Clarke-Smith
1147,George Curzon
1148,Charles Bennett
1149,D.B. Wyndham-Lewis
1150,Edwin Greenwood
1151,A.R. Rawlinson
1152,Arthur Benjamin
1153,Curt Courant
1154,Hugh Stewart
1155,Colman 'Tiger' King
1156,Maggie Dirrane
1157,Michael Dillane
1158,Pat Mullin
1159,Patch 'Red Beard' Ruadh
1160,Patcheen Faherty
1161,Tommy O'Rourke
1162,'Big Patcheen' Conneely of the West
1163,Stephen Dirrane
1164,Pat McDonough
1165,Robert J. Flaherty
1166,Michael Balcon
1167,John Greenwood
1168,John Monck
1169,Bette Davis
1170,Leslie Howard
1171,Kay Johnson
1172,Reginald Denny
1173,Reginald Sheffield
1174,Reginald Owen
1175,Desmond Roberts
1176,John Cromwell
1177,Lester Cohen
1178,W. Somerset Maugham
1179,Pandro S. Berman
1180,William Morgan
1181,William Powell
1182,Myrna Loy
1183,Maureen O'Sullivan
1184,Nat Pendleton
1185,Minna Gombell
1186,Porter Hall
1187,Henry Wadsworth
1188,William Henry
1189,Harold Huber
1190,Cesar Romero
1191,W.S. Van Dyke
1192,Albert Hackett
1193,Frances Goodrich
1194,Hunt Stromberg
1195,James Wong Howe
1196,Robert Kern
1197,Adolf Hitler
1198,Hermann Göring
1199,Max Amann
1200,Martin Bormann
1201,Walter Buch
1202,Walter Darré
1203,Otto Dietrich
1204,Sepp Dietrich
1205,Hans Frank
1206,Joseph Goebbels
1207,Leni Riefenstahl
1208,Eberhard Taubert
1209,Herbert Windt
1210,Sepp Allgeier
1211,Karl Attenberger
1212,Werner Bohne
1213,Walter Frentz
1214,Carole Lombard
1215,Ralph Forbes
1216,Charles Lane
1217,Etienne Girardot
1218,Edgar Kennedy
1219,Billie Seward
1220,Charles Bruce Millholland
1221,Joseph H. August
1222,Harold Dodds
1223,Dan Kelly
1224,Robert Donat
1225,Madeleine Carroll
1226,Lucie Mannheim
1227,Godfrey Tearle
1228,Peggy Ashcroft
1229,John Laurie
1230,Helen Haye
1231,Frank Cellier
1232,Wylie Watson
1233,Gus McNaughton
1234,John Buchan
1235,Ian Hay
1236,Bernard Knowles
1237,Derek N. Twist
1238,Fred MacMurray
1239,Fred Stone
1240,Evelyn Venable
1241,Frank Albertson
1242,Ann Shoemaker
1243,Charley Grapewin
1244,Grady Sutton
1245,Hedda Hopper
1246,Jonathan Hale
1247,George Stevens
1248,Booth Tarkington
1249,Dorothy Yost
1250,Mortimer Offner
1251,Jane Murfin
1252,Robert De Grasse
1253,Freddie Bartholomew
1254,May Robson
1255,Basil Rathbone
1256,Phoebe Foster
1257,Gyles Isham
1258,Lev Tolstoy
1259,Clemence Dane
1260,Salka Viertel
1261,S.N. Behrman
1262,Herbert Stothart
1263,Elsa Lanchester
1264,Valerie Hobson
1265,Ernest Thesiger
1266,Gavin Gordon
1267,Douglas Walton
1268,Lucien Prival
1269,William Hurlbut
1270,Franz Waxman
1271,John J. Mescall
1272,Errol Flynn
1273,Olivia de Havilland
1274,Lionel Atwill
1275,Ross Alexander
1276,Robert Barrat
1277,Hobart Cavanaugh
1278,Donald Meek
1279,Michael Curtiz
